,chrom,start,end
chr17_3514,chr17,87850000,87875000
chr17_3515,chr17,87875000,87900000
chr17_3516,chr17,87900000,87925000
chr17_3517,chr17,87925000,87950000
chr17_3518,chr17,87950000,87975000
chr17_3519,chr17,87975000,88000000
chr17_3520,chr17,88000000,88025000
chr17_3521,chr17,88025000,88050000
chr17_3522,chr17,88050000,88075000
chr17_3523,chr17,88075000,88100000
chr17_3524,chr17,88100000,88125000
chr17_3525,chr17,88125000,88150000
chr17_3526,chr17,88150000,88175000
chr17_3527,chr17,88175000,88200000
chr17_3528,chr17,88200000,88225000
chr17_3529,chr17,88225000,88250000
chr17_3530,chr17,88250000,88275000
chr17_3531,chr17,88275000,88300000
chr17_3532,chr17,88300000,88325000
chr17_3533,chr17,88325000,88350000
chr17_3534,chr17,88350000,88375000
chr17_3535,chr17,88375000,88400000
chr17_3536,chr17,88400000,88425000
chr17_3537,chr17,88425000,88450000
chr17_3538,chr17,88450000,88475000
chr17_3539,chr17,88475000,88500000
chr17_3540,chr17,88500000,88525000
chr17_3541,chr17,88525000,88550000
chr17_3542,chr17,88550000,88575000
chr17_3543,chr17,88575000,88600000
chr17_3544,chr17,88600000,88625000
chr17_3545,chr17,88625000,88650000
chr17_3546,chr17,88650000,88675000
chr17_3547,chr17,88675000,88700000
chr17_3548,chr17,88700000,88725000
chr17_3549,chr17,88725000,88750000
chr17_3550,chr17,88750000,88775000
chr17_3551,chr17,88775000,88800000
chr17_3552,chr17,88800000,88825000
chr17_3553,chr17,88825000,88850000
chr17_3554,chr17,88850000,88875000
chr17_3555,chr17,88875000,88900000
chr17_3556,chr17,88900000,88925000
chr17_3557,chr17,88925000,88950000
chr17_3558,chr17,88950000,88975000
chr17_3559,chr17,88975000,89000000
chr17_3560,chr17,89000000,89025000
chr17_3561,chr17,89025000,89050000
chr17_3562,chr17,89050000,89075000
chr17_3563,chr17,89075000,89100000
chr17_3564,chr17,89100000,89125000
chr17_3565,chr17,89125000,89150000
chr17_3566,chr17,89150000,89175000
chr17_3567,chr17,89175000,89200000
chr17_3568,chr17,89200000,89225000
chr17_3569,chr17,89225000,89250000
chr17_3570,chr17,89250000,89275000
chr17_3571,chr17,89275000,89300000
chr17_3572,chr17,89300000,89325000
chr17_3573,chr17,89325000,89350000
chr17_3574,chr17,89350000,89375000
chr17_3575,chr17,89375000,89400000
chr17_3576,chr17,89400000,89425000
chr17_3577,chr17,89425000,89450000
chr17_3578,chr17,89450000,89475000
chr17_3579,chr17,89475000,89500000
chr17_3580,chr17,89500000,89525000
chr17_3581,chr17,89525000,89550000
chr17_3582,chr17,89550000,89575000
chr17_3583,chr17,89575000,89600000
chr17_3584,chr17,89600000,89625000
chr17_3585,chr17,89625000,89650000
chr17_3586,chr17,89650000,89675000
chr17_3587,chr17,89675000,89700000
chr17_3588,chr17,89700000,89725000
chr17_3589,chr17,89725000,89750000
chr17_3590,chr17,89750000,89775000
chr17_3591,chr17,89775000,89800000
chr17_3592,chr17,89800000,89825000
chr17_3593,chr17,89825000,89850000
chr17_3594,chr17,89850000,89875000
chr17_3595,chr17,89875000,89900000
chr17_3596,chr17,89900000,89925000
chr17_3597,chr17,89925000,89950000
chr17_3598,chr17,89950000,89975000
chr17_3599,chr17,89975000,90000000
chr17_3600,chr17,90000000,90025000
chr17_3601,chr17,90025000,90050000
chr17_3602,chr17,90050000,90075000
chr17_3603,chr17,90075000,90100000
chr17_3604,chr17,90100000,90125000
chr17_3605,chr17,90125000,90150000
chr17_3606,chr17,90150000,90175000
chr17_3607,chr17,90175000,90200000
chr17_3608,chr17,90200000,90225000
chr17_3609,chr17,90225000,90250000
chr17_3610,chr17,90250000,90275000
chr17_3611,chr17,90275000,90300000
chr17_3612,chr17,90300000,90325000
chr17_3613,chr17,90325000,90350000
chr17_3614,chr17,90350000,90375000
chr17_3615,chr17,90375000,90400000
chr17_3616,chr17,90400000,90425000
chr17_3617,chr17,90425000,90450000
chr17_3618,chr17,90450000,90475000
chr17_3619,chr17,90475000,90500000
chr17_3620,chr17,90500000,90525000
chr17_3621,chr17,90525000,90550000
chr17_3622,chr17,90550000,90575000
chr17_3623,chr17,90575000,90600000
chr17_3624,chr17,90600000,90625000
chr17_3625,chr17,90625000,90650000
chr17_3626,chr17,90650000,90675000
chr17_3627,chr17,90675000,90700000
chr17_3628,chr17,90700000,90725000
chr17_3629,chr17,90725000,90750000
chr17_3630,chr17,90750000,90775000
chr17_3631,chr17,90775000,90800000
chr17_3632,chr17,90800000,90825000
chr17_3633,chr17,90825000,90850000
chr17_3634,chr17,90850000,90875000
chr17_3635,chr17,90875000,90900000
chr17_3636,chr17,90900000,90925000
chr17_3637,chr17,90925000,90950000
chr17_3638,chr17,90950000,90975000
chr17_3639,chr17,90975000,91000000
chr17_3640,chr17,91000000,91025000
chr17_3641,chr17,91025000,91050000
chr17_3642,chr17,91050000,91075000
chr17_3643,chr17,91075000,91100000
chr17_3644,chr17,91100000,91125000
chr17_3645,chr17,91125000,91150000
chr17_3646,chr17,91150000,91175000
chr17_3647,chr17,91175000,91200000
chr17_3648,chr17,91200000,91225000
chr17_3649,chr17,91225000,91250000
chr17_3650,chr17,91250000,91275000
chr17_3651,chr17,91275000,91300000
chr17_3652,chr17,91300000,91325000
chr17_3653,chr17,91325000,91350000
chr17_3654,chr17,91350000,91375000
chr17_3655,chr17,91375000,91400000
chr17_3656,chr17,91400000,91425000
chr17_3657,chr17,91425000,91450000
chr17_3658,chr17,91450000,91475000
chr17_3659,chr17,91475000,91500000
chr17_3660,chr17,91500000,91525000
chr17_3661,chr17,91525000,91550000
chr17_3662,chr17,91550000,91575000
chr17_3663,chr17,91575000,91600000
chr17_3664,chr17,91600000,91625000
chr17_3665,chr17,91625000,91650000
chr17_3666,chr17,91650000,91675000
chr17_3667,chr17,91675000,91700000
chr17_3668,chr17,91700000,91725000
chr17_3669,chr17,91725000,91750000
chr17_3670,chr17,91750000,91775000
chr17_3671,chr17,91775000,91800000
chr17_3672,chr17,91800000,91825000
chr17_3673,chr17,91825000,91850000
chr17_3674,chr17,91850000,91875000
chr17_3675,chr17,91875000,91900000
chr17_3676,chr17,91900000,91925000
chr17_3677,chr17,91925000,91950000
chr17_3678,chr17,91950000,91975000
chr17_3679,chr17,91975000,92000000
chr17_3680,chr17,92000000,92025000
chr17_3681,chr17,92025000,92050000
chr17_3682,chr17,92050000,92075000
chr17_3683,chr17,92075000,92100000
chr17_3684,chr17,92100000,92125000
chr17_3685,chr17,92125000,92150000
chr17_3686,chr17,92150000,92175000
chr17_3687,chr17,92175000,92200000
chr17_3688,chr17,92200000,92225000
chr17_3689,chr17,92225000,92250000
chr17_3690,chr17,92250000,92275000
chr17_3691,chr17,92275000,92300000
chr17_3692,chr17,92300000,92325000
chr17_3693,chr17,92325000,92350000
chr17_3694,chr17,92350000,92375000
chr17_3695,chr17,92375000,92400000
chr17_3696,chr17,92400000,92425000
chr17_3697,chr17,92425000,92450000
chr17_3698,chr17,92450000,92475000
chr17_3699,chr17,92475000,92500000
chr17_3700,chr17,92500000,92525000
chr17_3701,chr17,92525000,92550000
chr17_3702,chr17,92550000,92575000
chr17_3703,chr17,92575000,92600000
chr17_3704,chr17,92600000,92625000
chr17_3705,chr17,92625000,92650000
chr17_3706,chr17,92650000,92675000
chr17_3707,chr17,92675000,92700000
chr17_3708,chr17,92700000,92725000
chr17_3709,chr17,92725000,92750000
chr17_3710,chr17,92750000,92775000
chr17_3711,chr17,92775000,92800000
chr17_3712,chr17,92800000,92825000
chr17_3713,chr17,92825000,92850000
chr17_3714,chr17,92850000,92875000
chr17_3715,chr17,92875000,92900000
chr17_3716,chr17,92900000,92925000
chr17_3717,chr17,92925000,92950000
chr17_3718,chr17,92950000,92975000
chr17_3719,chr17,92975000,93000000
chr17_3720,chr17,93000000,93025000
chr17_3721,chr17,93025000,93050000
chr17_3722,chr17,93050000,93075000
chr17_3723,chr17,93075000,93100000
chr17_3724,chr17,93100000,93125000
chr17_3725,chr17,93125000,93150000
chr17_3726,chr17,93150000,93175000
chr17_3727,chr17,93175000,93200000
chr17_3728,chr17,93200000,93225000
chr17_3729,chr17,93225000,93250000
chr17_3730,chr17,93250000,93275000
chr17_3731,chr17,93275000,93300000
chr17_3732,chr17,93300000,93325000
chr17_3733,chr17,93325000,93350000
chr17_3734,chr17,93350000,93375000
chr17_3735,chr17,93375000,93400000
chr17_3736,chr17,93400000,93425000
chr17_3737,chr17,93425000,93450000
chr17_3738,chr17,93450000,93475000
chr17_3739,chr17,93475000,93500000
chr17_3740,chr17,93500000,93525000
chr17_3741,chr17,93525000,93550000
chr17_3742,chr17,93550000,93575000
chr17_3743,chr17,93575000,93600000
chr17_3744,chr17,93600000,93625000
chr17_3745,chr17,93625000,93650000
chr17_3746,chr17,93650000,93675000
chr17_3747,chr17,93675000,93700000
chr17_3748,chr17,93700000,93725000
chr17_3749,chr17,93725000,93750000
chr17_3750,chr17,93750000,93775000
chr17_3751,chr17,93775000,93800000
chr17_3752,chr17,93800000,93825000
chr17_3753,chr17,93825000,93850000
chr17_3754,chr17,93850000,93875000
chr17_3755,chr17,93875000,93900000
chr17_3756,chr17,93900000,93925000
chr17_3757,chr17,93925000,93950000
chr17_3758,chr17,93950000,93975000
chr17_3759,chr17,93975000,94000000
chr17_3760,chr17,94000000,94025000
chr17_3761,chr17,94025000,94050000
chr17_3762,chr17,94050000,94075000
chr17_3763,chr17,94075000,94100000
chr17_3764,chr17,94100000,94125000
chr17_3765,chr17,94125000,94150000
chr17_3766,chr17,94150000,94175000
chr17_3767,chr17,94175000,94200000
chr17_3768,chr17,94200000,94225000
chr17_3769,chr17,94225000,94250000
chr17_3770,chr17,94250000,94275000
chr17_3771,chr17,94275000,94300000
chr17_3772,chr17,94300000,94325000
chr17_3773,chr17,94325000,94350000
chr17_3774,chr17,94350000,94375000
chr17_3775,chr17,94375000,94400000
chr17_3776,chr17,94400000,94425000
chr17_3777,chr17,94425000,94450000
chr17_3778,chr17,94450000,94475000
chr17_3779,chr17,94475000,94500000
chr17_3780,chr17,94500000,94525000
chr17_3781,chr17,94525000,94550000
chr17_3782,chr17,94550000,94575000
chr17_3783,chr17,94575000,94600000
chr17_3784,chr17,94600000,94625000
chr17_3785,chr17,94625000,94650000
chr17_3786,chr17,94650000,94675000
chr17_3787,chr17,94675000,94700000
chr17_3788,chr17,94700000,94725000
chr17_3789,chr17,94725000,94750000
chr17_3790,chr17,94750000,94775000
chr17_3791,chr17,94775000,94800000
chr17_3792,chr17,94800000,94825000
chr17_3793,chr17,94825000,94850000
chr17_3794,chr17,94850000,94875000
chr17_3795,chr17,94875000,94900000
chr17_3796,chr17,94900000,94925000
chr17_3797,chr17,94925000,94950000
chr17_3798,chr17,94950000,94975000
chr17_3799,chr17,94975000,94987271
chr18_0,chr18,0,25000
chr18_1,chr18,25000,50000
chr18_2,chr18,50000,75000
chr18_3,chr18,75000,100000
chr18_4,chr18,100000,125000
chr18_5,chr18,125000,150000
chr18_6,chr18,150000,175000
chr18_7,chr18,175000,200000
chr18_8,chr18,200000,225000
chr18_9,chr18,225000,250000
chr18_10,chr18,250000,275000
chr18_11,chr18,275000,300000
chr18_12,chr18,300000,325000
chr18_13,chr18,325000,350000
chr18_14,chr18,350000,375000
chr18_15,chr18,375000,400000
chr18_16,chr18,400000,425000
chr18_17,chr18,425000,450000
chr18_18,chr18,450000,475000
chr18_19,chr18,475000,500000
chr18_20,chr18,500000,525000
chr18_21,chr18,525000,550000
chr18_22,chr18,550000,575000
chr18_23,chr18,575000,600000
chr18_24,chr18,600000,625000
chr18_25,chr18,625000,650000
chr18_26,chr18,650000,675000
chr18_27,chr18,675000,700000
chr18_28,chr18,700000,725000
chr18_29,chr18,725000,750000
chr18_30,chr18,750000,775000
chr18_31,chr18,775000,800000
chr18_32,chr18,800000,825000
chr18_33,chr18,825000,850000
chr18_34,chr18,850000,875000
chr18_35,chr18,875000,900000
chr18_36,chr18,900000,925000
chr18_37,chr18,925000,950000
chr18_38,chr18,950000,975000
chr18_39,chr18,975000,1000000
chr18_40,chr18,1000000,1025000
chr18_41,chr18,1025000,1050000
chr18_42,chr18,1050000,1075000
chr18_43,chr18,1075000,1100000
chr18_44,chr18,1100000,1125000
chr18_45,chr18,1125000,1150000
chr18_46,chr18,1150000,1175000
chr18_47,chr18,1175000,1200000
chr18_48,chr18,1200000,1225000
chr18_49,chr18,1225000,1250000
chr18_50,chr18,1250000,1275000
chr18_51,chr18,1275000,1300000
chr18_52,chr18,1300000,1325000
chr18_53,chr18,1325000,1350000
chr18_54,chr18,1350000,1375000
chr18_55,chr18,1375000,1400000
chr18_56,chr18,1400000,1425000
chr18_57,chr18,1425000,1450000
chr18_58,chr18,1450000,1475000
chr18_59,chr18,1475000,1500000
chr18_60,chr18,1500000,1525000
chr18_61,chr18,1525000,1550000
chr18_62,chr18,1550000,1575000
chr18_63,chr18,1575000,1600000
chr18_64,chr18,1600000,1625000
chr18_65,chr18,1625000,1650000
chr18_66,chr18,1650000,1675000
chr18_67,chr18,1675000,1700000
chr18_68,chr18,1700000,1725000
chr18_69,chr18,1725000,1750000
chr18_70,chr18,1750000,1775000
chr18_71,chr18,1775000,1800000
chr18_72,chr18,1800000,1825000
chr18_73,chr18,1825000,1850000
chr18_74,chr18,1850000,1875000
chr18_75,chr18,1875000,1900000
chr18_76,chr18,1900000,1925000
chr18_77,chr18,1925000,1950000
chr18_78,chr18,1950000,1975000
chr18_79,chr18,1975000,2000000
chr18_80,chr18,2000000,2025000
chr18_81,chr18,2025000,2050000
chr18_82,chr18,2050000,2075000
chr18_83,chr18,2075000,2100000
chr18_84,chr18,2100000,2125000
chr18_85,chr18,2125000,2150000
chr18_86,chr18,2150000,2175000
chr18_87,chr18,2175000,2200000
chr18_88,chr18,2200000,2225000
chr18_89,chr18,2225000,2250000
chr18_90,chr18,2250000,2275000
chr18_91,chr18,2275000,2300000
chr18_92,chr18,2300000,2325000
chr18_93,chr18,2325000,2350000
chr18_94,chr18,2350000,2375000
chr18_95,chr18,2375000,2400000
chr18_96,chr18,2400000,2425000
chr18_97,chr18,2425000,2450000
chr18_98,chr18,2450000,2475000
chr18_99,chr18,2475000,2500000
chr18_100,chr18,2500000,2525000
chr18_101,chr18,2525000,2550000
chr18_102,chr18,2550000,2575000
chr18_103,chr18,2575000,2600000
chr18_104,chr18,2600000,2625000
chr18_105,chr18,2625000,2650000
chr18_106,chr18,2650000,2675000
chr18_107,chr18,2675000,2700000
chr18_108,chr18,2700000,2725000
chr18_109,chr18,2725000,2750000
chr18_110,chr18,2750000,2775000
chr18_111,chr18,2775000,2800000
chr18_112,chr18,2800000,2825000
chr18_113,chr18,2825000,2850000
chr18_114,chr18,2850000,2875000
chr18_115,chr18,2875000,2900000
chr18_116,chr18,2900000,2925000
chr18_117,chr18,2925000,2950000
chr18_118,chr18,2950000,2975000
chr18_119,chr18,2975000,3000000
chr18_120,chr18,3000000,3025000
chr18_121,chr18,3025000,3050000
chr18_122,chr18,3050000,3075000
chr18_123,chr18,3075000,3100000
chr18_124,chr18,3100000,3125000
chr18_125,chr18,3125000,3150000
chr18_126,chr18,3150000,3175000
chr18_127,chr18,3175000,3200000
chr18_128,chr18,3200000,3225000
chr18_129,chr18,3225000,3250000
chr18_130,chr18,3250000,3275000
chr18_131,chr18,3275000,3300000
chr18_132,chr18,3300000,3325000
chr18_133,chr18,3325000,3350000
chr18_134,chr18,3350000,3375000
chr18_135,chr18,3375000,3400000
chr18_136,chr18,3400000,3425000
chr18_137,chr18,3425000,3450000
chr18_138,chr18,3450000,3475000
chr18_139,chr18,3475000,3500000
chr18_140,chr18,3500000,3525000
chr18_141,chr18,3525000,3550000
chr18_142,chr18,3550000,3575000
chr18_143,chr18,3575000,3600000
chr18_144,chr18,3600000,3625000
chr18_145,chr18,3625000,3650000
chr18_146,chr18,3650000,3675000
chr18_147,chr18,3675000,3700000
chr18_148,chr18,3700000,3725000
chr18_149,chr18,3725000,3750000
chr18_150,chr18,3750000,3775000
chr18_151,chr18,3775000,3800000
chr18_152,chr18,3800000,3825000
chr18_153,chr18,3825000,3850000
chr18_154,chr18,3850000,3875000
chr18_155,chr18,3875000,3900000
chr18_156,chr18,3900000,3925000
chr18_157,chr18,3925000,3950000
chr18_158,chr18,3950000,3975000
chr18_159,chr18,3975000,4000000
chr18_160,chr18,4000000,4025000
chr18_161,chr18,4025000,4050000
chr18_162,chr18,4050000,4075000
chr18_163,chr18,4075000,4100000
chr18_164,chr18,4100000,4125000
chr18_165,chr18,4125000,4150000
chr18_166,chr18,4150000,4175000
chr18_167,chr18,4175000,4200000
chr18_168,chr18,4200000,4225000
chr18_169,chr18,4225000,4250000
chr18_170,chr18,4250000,4275000
chr18_171,chr18,4275000,4300000
chr18_172,chr18,4300000,4325000
chr18_173,chr18,4325000,4350000
chr18_174,chr18,4350000,4375000
chr18_175,chr18,4375000,4400000
chr18_176,chr18,4400000,4425000
chr18_177,chr18,4425000,4450000
chr18_178,chr18,4450000,4475000
chr18_179,chr18,4475000,4500000
chr18_180,chr18,4500000,4525000
chr18_181,chr18,4525000,4550000
chr18_182,chr18,4550000,4575000
chr18_183,chr18,4575000,4600000
chr18_184,chr18,4600000,4625000
chr18_185,chr18,4625000,4650000
chr18_186,chr18,4650000,4675000
chr18_187,chr18,4675000,4700000
chr18_188,chr18,4700000,4725000
chr18_189,chr18,4725000,4750000
chr18_190,chr18,4750000,4775000
chr18_191,chr18,4775000,4800000
chr18_192,chr18,4800000,4825000
chr18_193,chr18,4825000,4850000
chr18_194,chr18,4850000,4875000
chr18_195,chr18,4875000,4900000
chr18_196,chr18,4900000,4925000
chr18_197,chr18,4925000,4950000
chr18_198,chr18,4950000,4975000
chr18_199,chr18,4975000,5000000
chr18_200,chr18,5000000,5025000
chr18_201,chr18,5025000,5050000
chr18_202,chr18,5050000,5075000
chr18_203,chr18,5075000,5100000
chr18_204,chr18,5100000,5125000
chr18_205,chr18,5125000,5150000
chr18_206,chr18,5150000,5175000
chr18_207,chr18,5175000,5200000
chr18_208,chr18,5200000,5225000
chr18_209,chr18,5225000,5250000
chr18_210,chr18,5250000,5275000
chr18_211,chr18,5275000,5300000
chr18_212,chr18,5300000,5325000
chr18_213,chr18,5325000,5350000
chr18_214,chr18,5350000,5375000
chr18_215,chr18,5375000,5400000
chr18_216,chr18,5400000,5425000
chr18_217,chr18,5425000,5450000
chr18_218,chr18,5450000,5475000
chr18_219,chr18,5475000,5500000
chr18_220,chr18,5500000,5525000
chr18_221,chr18,5525000,5550000
chr18_222,chr18,5550000,5575000
chr18_223,chr18,5575000,5600000
chr18_224,chr18,5600000,5625000
chr18_225,chr18,5625000,5650000
chr18_226,chr18,5650000,5675000
chr18_227,chr18,5675000,5700000
chr18_228,chr18,5700000,5725000
chr18_229,chr18,5725000,5750000
chr18_230,chr18,5750000,5775000
chr18_231,chr18,5775000,5800000
chr18_232,chr18,5800000,5825000
chr18_233,chr18,5825000,5850000
chr18_234,chr18,5850000,5875000
chr18_235,chr18,5875000,5900000
chr18_236,chr18,5900000,5925000
chr18_237,chr18,5925000,5950000
chr18_238,chr18,5950000,5975000
chr18_239,chr18,5975000,6000000
chr18_240,chr18,6000000,6025000
chr18_241,chr18,6025000,6050000
chr18_242,chr18,6050000,6075000
chr18_243,chr18,6075000,6100000
chr18_244,chr18,6100000,6125000
chr18_245,chr18,6125000,6150000
chr18_246,chr18,6150000,6175000
chr18_247,chr18,6175000,6200000
chr18_248,chr18,6200000,6225000
chr18_249,chr18,6225000,6250000
chr18_250,chr18,6250000,6275000
chr18_251,chr18,6275000,6300000
chr18_252,chr18,6300000,6325000
chr18_253,chr18,6325000,6350000
chr18_254,chr18,6350000,6375000
chr18_255,chr18,6375000,6400000
chr18_256,chr18,6400000,6425000
chr18_257,chr18,6425000,6450000
chr18_258,chr18,6450000,6475000
chr18_259,chr18,6475000,6500000
chr18_260,chr18,6500000,6525000
chr18_261,chr18,6525000,6550000
chr18_262,chr18,6550000,6575000
chr18_263,chr18,6575000,6600000
chr18_264,chr18,6600000,6625000
chr18_265,chr18,6625000,6650000
chr18_266,chr18,6650000,6675000
chr18_267,chr18,6675000,6700000
chr18_268,chr18,6700000,6725000
chr18_269,chr18,6725000,6750000
chr18_270,chr18,6750000,6775000
chr18_271,chr18,6775000,6800000
chr18_272,chr18,6800000,6825000
chr18_273,chr18,6825000,6850000
chr18_274,chr18,6850000,6875000
chr18_275,chr18,6875000,6900000
chr18_276,chr18,6900000,6925000
chr18_277,chr18,6925000,6950000
chr18_278,chr18,6950000,6975000
chr18_279,chr18,6975000,7000000
chr18_280,chr18,7000000,7025000
chr18_281,chr18,7025000,7050000
chr18_282,chr18,7050000,7075000
chr18_283,chr18,7075000,7100000
chr18_284,chr18,7100000,7125000
chr18_285,chr18,7125000,7150000
chr18_286,chr18,7150000,7175000
chr18_287,chr18,7175000,7200000
chr18_288,chr18,7200000,7225000
chr18_289,chr18,7225000,7250000
chr18_290,chr18,7250000,7275000
chr18_291,chr18,7275000,7300000
chr18_292,chr18,7300000,7325000
chr18_293,chr18,7325000,7350000
chr18_294,chr18,7350000,7375000
chr18_295,chr18,7375000,7400000
chr18_296,chr18,7400000,7425000
chr18_297,chr18,7425000,7450000
chr18_298,chr18,7450000,7475000
chr18_299,chr18,7475000,7500000
chr18_300,chr18,7500000,7525000
chr18_301,chr18,7525000,7550000
chr18_302,chr18,7550000,7575000
chr18_303,chr18,7575000,7600000
chr18_304,chr18,7600000,7625000
chr18_305,chr18,7625000,7650000
chr18_306,chr18,7650000,7675000
chr18_307,chr18,7675000,7700000
chr18_308,chr18,7700000,7725000
chr18_309,chr18,7725000,7750000
chr18_310,chr18,7750000,7775000
chr18_311,chr18,7775000,7800000
chr18_312,chr18,7800000,7825000
chr18_313,chr18,7825000,7850000
chr18_314,chr18,7850000,7875000
chr18_315,chr18,7875000,7900000
chr18_316,chr18,7900000,7925000
chr18_317,chr18,7925000,7950000
chr18_318,chr18,7950000,7975000
chr18_319,chr18,7975000,8000000
chr18_320,chr18,8000000,8025000
chr18_321,chr18,8025000,8050000
chr18_322,chr18,8050000,8075000
chr18_323,chr18,8075000,8100000
chr18_324,chr18,8100000,8125000
chr18_325,chr18,8125000,8150000
chr18_326,chr18,8150000,8175000
chr18_327,chr18,8175000,8200000
chr18_328,chr18,8200000,8225000
chr18_329,chr18,8225000,8250000
chr18_330,chr18,8250000,8275000
chr18_331,chr18,8275000,8300000
chr18_332,chr18,8300000,8325000
chr18_333,chr18,8325000,8350000
chr18_334,chr18,8350000,8375000
chr18_335,chr18,8375000,8400000
chr18_336,chr18,8400000,8425000
chr18_337,chr18,8425000,8450000
chr18_338,chr18,8450000,8475000
chr18_339,chr18,8475000,8500000
chr18_340,chr18,8500000,8525000
chr18_341,chr18,8525000,8550000
chr18_342,chr18,8550000,8575000
chr18_343,chr18,8575000,8600000
chr18_344,chr18,8600000,8625000
chr18_345,chr18,8625000,8650000
chr18_346,chr18,8650000,8675000
chr18_347,chr18,8675000,8700000
chr18_348,chr18,8700000,8725000
chr18_349,chr18,8725000,8750000
chr18_350,chr18,8750000,8775000
chr18_351,chr18,8775000,8800000
chr18_352,chr18,8800000,8825000
chr18_353,chr18,8825000,8850000
chr18_354,chr18,8850000,8875000
chr18_355,chr18,8875000,8900000
chr18_356,chr18,8900000,8925000
chr18_357,chr18,8925000,8950000
chr18_358,chr18,8950000,8975000
chr18_359,chr18,8975000,9000000
chr18_360,chr18,9000000,9025000
chr18_361,chr18,9025000,9050000
chr18_362,chr18,9050000,9075000
chr18_363,chr18,9075000,9100000
chr18_364,chr18,9100000,9125000
chr18_365,chr18,9125000,9150000
chr18_366,chr18,9150000,9175000
chr18_367,chr18,9175000,9200000
chr18_368,chr18,9200000,9225000
chr18_369,chr18,9225000,9250000
chr18_370,chr18,9250000,9275000
chr18_371,chr18,9275000,9300000
chr18_372,chr18,9300000,9325000
chr18_373,chr18,9325000,9350000
chr18_374,chr18,9350000,9375000
chr18_375,chr18,9375000,9400000
chr18_376,chr18,9400000,9425000
chr18_377,chr18,9425000,9450000
chr18_378,chr18,9450000,9475000
chr18_379,chr18,9475000,9500000
chr18_380,chr18,9500000,9525000
chr18_381,chr18,9525000,9550000
chr18_382,chr18,9550000,9575000
chr18_383,chr18,9575000,9600000
chr18_384,chr18,9600000,9625000
chr18_385,chr18,9625000,9650000
chr18_386,chr18,9650000,9675000
chr18_387,chr18,9675000,9700000
chr18_388,chr18,9700000,9725000
chr18_389,chr18,9725000,9750000
chr18_390,chr18,9750000,9775000
chr18_391,chr18,9775000,9800000
chr18_392,chr18,9800000,9825000
chr18_393,chr18,9825000,9850000
chr18_394,chr18,9850000,9875000
chr18_395,chr18,9875000,9900000
chr18_396,chr18,9900000,9925000
chr18_397,chr18,9925000,9950000
chr18_398,chr18,9950000,9975000
chr18_399,chr18,9975000,10000000
chr18_400,chr18,10000000,10025000
chr18_401,chr18,10025000,10050000
chr18_402,chr18,10050000,10075000
chr18_403,chr18,10075000,10100000
chr18_404,chr18,10100000,10125000
chr18_405,chr18,10125000,10150000
chr18_406,chr18,10150000,10175000
chr18_407,chr18,10175000,10200000
chr18_408,chr18,10200000,10225000
chr18_409,chr18,10225000,10250000
chr18_410,chr18,10250000,10275000
chr18_411,chr18,10275000,10300000
chr18_412,chr18,10300000,10325000
chr18_413,chr18,10325000,10350000
chr18_414,chr18,10350000,10375000
chr18_415,chr18,10375000,10400000
chr18_416,chr18,10400000,10425000
chr18_417,chr18,10425000,10450000
chr18_418,chr18,10450000,10475000
chr18_419,chr18,10475000,10500000
chr18_420,chr18,10500000,10525000
chr18_421,chr18,10525000,10550000
chr18_422,chr18,10550000,10575000
chr18_423,chr18,10575000,10600000
chr18_424,chr18,10600000,10625000
chr18_425,chr18,10625000,10650000
chr18_426,chr18,10650000,10675000
chr18_427,chr18,10675000,10700000
chr18_428,chr18,10700000,10725000
chr18_429,chr18,10725000,10750000
chr18_430,chr18,10750000,10775000
chr18_431,chr18,10775000,10800000
chr18_432,chr18,10800000,10825000
chr18_433,chr18,10825000,10850000
chr18_434,chr18,10850000,10875000
chr18_435,chr18,10875000,10900000
chr18_436,chr18,10900000,10925000
chr18_437,chr18,10925000,10950000
chr18_438,chr18,10950000,10975000
chr18_439,chr18,10975000,11000000
chr18_440,chr18,11000000,11025000
chr18_441,chr18,11025000,11050000
chr18_442,chr18,11050000,11075000
chr18_443,chr18,11075000,11100000
chr18_444,chr18,11100000,11125000
chr18_445,chr18,11125000,11150000
chr18_446,chr18,11150000,11175000
chr18_447,chr18,11175000,11200000
chr18_448,chr18,11200000,11225000
chr18_449,chr18,11225000,11250000
chr18_450,chr18,11250000,11275000
chr18_451,chr18,11275000,11300000
chr18_452,chr18,11300000,11325000
chr18_453,chr18,11325000,11350000
chr18_454,chr18,11350000,11375000
chr18_455,chr18,11375000,11400000
chr18_456,chr18,11400000,11425000
chr18_457,chr18,11425000,11450000
chr18_458,chr18,11450000,11475000
chr18_459,chr18,11475000,11500000
chr18_460,chr18,11500000,11525000
chr18_461,chr18,11525000,11550000
chr18_462,chr18,11550000,11575000
chr18_463,chr18,11575000,11600000
chr18_464,chr18,11600000,11625000
chr18_465,chr18,11625000,11650000
chr18_466,chr18,11650000,11675000
chr18_467,chr18,11675000,11700000
chr18_468,chr18,11700000,11725000
chr18_469,chr18,11725000,11750000
chr18_470,chr18,11750000,11775000
chr18_471,chr18,11775000,11800000
chr18_472,chr18,11800000,11825000
chr18_473,chr18,11825000,11850000
chr18_474,chr18,11850000,11875000
chr18_475,chr18,11875000,11900000
chr18_476,chr18,11900000,11925000
chr18_477,chr18,11925000,11950000
chr18_478,chr18,11950000,11975000
