PeakID (cmd=annotatePeaks.pl 500_result/Hyper.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
385	chr7	133120001	133120500	+	0	NA	intron (NM_009980, intron 1 of 10)	intron (NM_009980, intron 1 of 10)	3233	NM_009980	13017	Mm.246240	NM_009980	ENSMUSG00000030970	Ctbp2	AA407280|D7Ertd45e|Gtrgeo6|Ribeye	C-terminal binding protein 2	protein-coding
462	chr8	87968001	87968500	+	0	NA	Intergenic	Intergenic	-8655	NM_033327	94187	Mm.23452	NM_033327	ENSMUSG00000045333	Zfp423	Ebfaz|Roaz|Zfp104|Znf423|ataxia1|mKIAA0760|nur12	zinc finger protein 423	protein-coding
765	chr14	76244501	76245000	+	0	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	-6712	NR_152108	72893	Mm.233565	NR_152108		2900040C04Rik	-	RIKEN cDNA 2900040C04 gene	ncRNA
746	chr13	23576501	23577000	+	0	NA	TTS (NM_178204)	TTS (NM_178204)	987	NM_178204	319149	Mm.347699	NM_178204	ENSMUSG00000099583	Hist1h3d	H3-b	histone cluster 1, H3d	protein-coding
962	chrX	142442001	142442500	+	0	NA	Intergenic	(TTCTCC)n|Simple_repeat|Simple_repeat	-51715	NM_001033600	50790	Mm.391337	NM_019477	ENSMUSG00000031278	Acsl4	9430020A05Rik|ACS4|AU018108|Facl4|Lacs4	acyl-CoA synthetase long-chain family member 4	protein-coding
160	chr3	86550501	86551000	+	0	NA	intron (NM_030695, intron 40 of 56)	intron (NM_030695, intron 40 of 56)	-2467	NM_011839	23937	Mm.389466	NM_011839	ENSMUSG00000057777	Mab21l2	-	mab-21-like 2	protein-coding
408	chr7	112841501	112842000	+	0	NA	intron (NM_009346, intron 3 of 12)	intron (NM_009346, intron 3 of 12)	-112212	NM_175279	78748	Mm.349943	NM_175279	ENSMUSG00000098132	Rassf10	4632411J06Rik	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	protein-coding
381	chr7	74304001	74304500	+	0	NA	intron (NM_001038643, intron 7 of 10)	intron (NM_001038643, intron 7 of 10)	250530	NM_023908	108116	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding
397	chr7	138616001	138616500	+	0	NA	Intergenic	Intergenic	62008	NR_131022	75187	Mm.410810	NR_131022	ENSMUSG00000110037	4930543N07Rik	Gm45685	RIKEN cDNA 4930543N07 gene	ncRNA
761	chr14	70001501	70002000	+	0	NA	intron (NM_028560, intron 4 of 6)	intron (NM_028560, intron 4 of 6)	-75567	NM_001289925	13655	Mm.103737	NM_018781	ENSMUSG00000033730	Egr3	Pilot	early growth response 3	protein-coding
886	chr17	45545501	45546000	+	0	NA	exon (NM_001013749, exon 3 of 3)	exon (NM_001013749, exon 3 of 3)	3927	NM_001013749	210573	Mm.329064	NM_001013749	ENSMUSG00000096847	Tmem151b	Gm323	transmembrane protein 151B	protein-coding
465	chr8	87469001	87469500	+	0	NA	3' UTR (NM_019626, exon 3 of 3)	3' UTR (NM_019626, exon 3 of 3)	3342	NM_019626	12404	Mm.4880	NM_019626	ENSMUSG00000031654	Cbln1	AI323299	cerebellin 1 precursor protein	protein-coding
382	chr7	74106501	74107000	+	0	NA	Intergenic	Intergenic	-93068	NM_009181	20450	Mm.4954	NM_009181	ENSMUSG00000025789	St8sia2	AI323367|ST8SiaII|STX|Siat8b	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	protein-coding
818	chr15	98768501	98769000	+	0	NA	Intergenic	Intergenic	-5632	NM_007478	11842	Mm.221298	NM_007478	ENSMUSG00000051853	Arf3	5430400P17Rik|AI854770	ADP-ribosylation factor 3	protein-coding
946	chr19	6830001	6830500	+	0	NA	promoter-TSS (NR_039555)	promoter-TSS (NR_039555)	-306	NR_039555	100628576		NR_039555	ENSMUSG00000104884	Mir5046	mmu-mir-5046|mu-mir-5046	microRNA 5046	ncRNA
762	chr14	63944001	63944500	+	0	NA	intron (NM_011446, intron 1 of 1)	CpG	544	NM_011446	20680	Mm.42162	NM_011446	ENSMUSG00000063060	Sox7	-	SRY (sex determining region Y)-box 7	protein-coding
961	chrX	163958001	163958500	+	0	NA	intron (NM_178794, intron 1 of 4)	CpG	416	NM_009453	22184	Mm.426178	NM_009453	ENSMUSG00000031370	Zrsr2	35kDa|5031411E02Rik|A230052C13Rik|C77286|U2af1-rs2|URP	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2	protein-coding
655	chr11	103362001	103362500	+	0	NA	5' UTR (NM_001205236, exon 2 of 18)	5' UTR (NM_001205236, exon 2 of 18)	1442	NM_001205236	544817	Mm.259113	NM_133715	ENSMUSG00000034255	Arhgap27	2310069I04Rik|5730442P18Rik|Gm21552|Sh3d20	Rho GTPase activating protein 27	protein-coding
309	chr5	37765501	37766000	+	0	NA	Intergenic	L1ME2|LINE|L1	30231	NM_001081106	231162	Mm.76407	NM_001081106	ENSMUSG00000062329	Cytl1	4930443F05Rik|4Cytl1|C17|Cyt1|Gm147	cytokine-like 1	protein-coding
16	chr1	176945501	176946000	+	0	NA	intron (NR_151682, intron 14 of 16)	(CA)n|Simple_repeat|Simple_repeat	-109617	NR_037996	15365	Mm.441435	NR_037996		Hmga2-ps1	EG666235|Gm7996|Hmgic-ps1|[y]i-c	high mobility group AT-hook 2, pseudogene 1	pseudo
964	chrX	7318501	7319000	+	0	NA	intron (NM_001243762, intron 1 of 13)	CpG	608	NM_001243762	12728	Mm.486257	NM_016691	ENSMUSG00000004317	Clcn5	5430408K11Rik|ClC-5|Clc4-1|Clc5|Clcn4-1|D930009B12Rik|DXImx42e|Sfc13|T25545	chloride channel, voltage-sensitive 5	protein-coding
675	chr11	3175501	3176000	+	0	NA	intron (NM_001363224, intron 8 of 28)	B2_Mm1t|SINE|B2	17853	NM_030207	78887	Mm.394071	NM_030207	ENSMUSG00000023764	Sfi1	-	Sfi1 homolog, spindle assembly associated (yeast)	protein-coding
335	chr6	90550501	90551000	+	0	NA	promoter-TSS (NM_001356412)	promoter-TSS (NM_001356412)	-43	NM_001356412	107747	Mm.30035	NM_027406	ENSMUSG00000030088	Aldh1l1	1810048F20Rik|FDH|Fthfd|Neut2	aldehyde dehydrogenase 1 family, member L1	protein-coding
229	chr4	123320501	123321000	+	0	NA	intron (NM_001256019, intron 3 of 6)	intron (NM_001256019, intron 3 of 6)	2929	NM_022033	64059	Mm.270287	NM_022033	ENSMUSG00000076436	Oxct2a	Oxct|Oxct2|Scot|Scot-t1	3-oxoacid CoA transferase 2A	protein-coding
136	chr2	167188501	167189000	+	0	NA	promoter-TSS (NM_008420)	promoter-TSS (NM_008420)	68	NM_008420	16500	Mm.205341	NM_008420	ENSMUSG00000050556	Kcnb1	Kcr1-1|Kv2.1|Shab	potassium voltage gated channel, Shab-related subfamily, member 1	protein-coding
313	chr5	30623001	30623500	+	0	NA	3' UTR (NM_010608, exon 2 of 2)	3' UTR (NM_010608, exon 2 of 2)	-24686	NR_049199	100885838		NR_049199	ENSMUSG00000093710	Mir5625	Gm23930|mmu-mir-5625	microRNA 5625	ncRNA
516	chr8	108931501	108932000	+	0	NA	intron (NM_007496, intron 5 of 9)	intron (NM_007496, intron 5 of 9)	-5110	NR_037295	100526511		NR_037295	ENSMUSG00000093241	Mir3108	mir-3108|mmu-mir-3108	microRNA 3108	ncRNA
588	chr10	81364001	81364500	+	0	NA	3' UTR (NM_028657, exon 10 of 10)	3' UTR (NM_028657, exon 10 of 10)	1570	NM_001014836	432479	Mm.440450	NM_001014836	ENSMUSG00000020234	4930404N11Rik	2210409H10Rik|5730551K18Rik|AI854616	RIKEN cDNA 4930404N11 gene	protein-coding
384	chr7	84016001	84016500	+	0	NA	intron (NM_030728, intron 1 of 28)	PB1D11|SINE|Alu	70255	NM_030728	80982	Mm.160389	NM_030728	ENSMUSG00000052353	Cemip	12H19.01.T7|6330404C01Rik|9930013L23Rik|AY007814|Kiaa1199	cell migration inducing protein, hyaluronan binding	protein-coding
764	chr14	76020501	76021000	+	0	NA	Intergenic	Intergenic	-9885	NM_026816	68705	Mm.20415	NM_026816	ENSMUSG00000067995	Gtf2f2	1110031C13Rik|AI326315	general transcription factor IIF, polypeptide 2	protein-coding
628	chr11	61684501	61685000	+	0	NA	exon (NM_178618, exon 1 of 5)	exon (NM_178618, exon 1 of 5)	340	NM_178618	69640	Mm.458559	NM_178618	ENSMUSG00000042377	Fam83g	2310040C09Rik|AI506990|wly	family with sequence similarity 83, member G	protein-coding
672	chr11	4261001	4261500	+	0	NA	intron (NM_008501, intron 1 of 3)	intron (NM_008501, intron 1 of 3)	3682	NM_008501	16878	Mm.4964	NM_008501	ENSMUSG00000034394	Lif	-	leukemia inhibitory factor	protein-coding
332	chr6	83161001	83161500	+	0	NA	exon (NM_027948, exon 3 of 4)	exon (NM_027948, exon 3 of 4)	-4674	NM_001198866	13191	Mm.6919	NM_007835	ENSMUSG00000031865	Dctn1	AL022633|DAP-150|DP-150|Glued|p150|p150-glued|p150<glued>	dynactin 1	protein-coding
836	chr15	32443501	32444000	+	0	NA	intron (NM_009154, intron 3 of 22)	intron (NM_009154, intron 3 of 22)	198937	NM_009154	20356	Mm.260374	NM_009154	ENSMUSG00000022231	Sema5a	5930434A13|9130201M22Rik|AI464145|Semaf|semF	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	protein-coding
34	chr1	157450001	157450500	+	0	NA	Intergenic	Intergenic	-8318	NM_001033284	226527	Mm.215960	NM_001033284	ENSMUSG00000033488	Cryzl2	-	crystallin zeta like 2	protein-coding
86	chr2	37758501	37759000	+	0	NA	Intergenic	Intergenic	-17499	NM_001163566	241324	Mm.392369	NM_001163566	ENSMUSG00000035403	Crb2	5930402A21|BC043114	crumbs family member 2	protein-coding
464	chr8	87468501	87469000	+	0	NA	TTS (NM_019626)	TTS (NM_019626)	3842	NM_019626	12404	Mm.4880	NM_019626	ENSMUSG00000031654	Cbln1	AI323299	cerebellin 1 precursor protein	protein-coding
217	chr4	152548001	152548500	+	0	NA	intron (NM_153424, intron 18 of 29)	intron (NM_153424, intron 18 of 29)	70108	NM_153424	260305	Mm.302496	NM_153424	ENSMUSG00000039577	Nphp4	4930564O18Rik|nmf192	nephronophthisis 4 (juvenile) homolog (human)	protein-coding
671	chr11	5061501	5062000	+	0	NA	exon (NM_001190408, exon 6 of 6)	exon (NM_001190408, exon 6 of 6)	3577	NM_001190406	78926	Mm.44591	NM_030228	ENSMUSG00000034201	Gas2l1	4930500E24Rik|D0Jmb1|Gar22|TU-71.1	growth arrest-specific 2 like 1	protein-coding
331	chr6	83162001	83162500	+	0	NA	exon (NM_027948, exon 4 of 4)	exon (NM_027948, exon 4 of 4)	-3674	NM_001198866	13191	Mm.6919	NM_007835	ENSMUSG00000031865	Dctn1	AL022633|DAP-150|DP-150|Glued|p150|p150-glued|p150<glued>	dynactin 1	protein-coding
654	chr11	97501001	97501500	+	0	NA	promoter-TSS (NM_001289118)	promoter-TSS (NM_001289118)	-910	NM_001289118	100141474	Mm.482426	NM_001289118	ENSMUSG00000047988	4933428G20Rik	-	RIKEN cDNA 4933428G20 gene	protein-coding
471	chr8	84786001	84786500	+	0	NA	intron (NM_010906, intron 1 of 8)	intron (NM_010906, intron 1 of 8)	-6168	NM_001371062								
454	chr7	37180501	37181000	+	0	NA	Intergenic	Intergenic	482632	NM_172298	243931	Mm.44141	NM_172298	ENSMUSG00000021217	Tshz3	A630038G13Rik|Tsh3|Zfp537|mKIAA1474|teashirt3	teashirt zinc finger family member 3	protein-coding
85	chr2	4462501	4463000	+	0	NA	intron (NM_001347086, intron 3 of 24)	intron (NM_001347086, intron 3 of 24)	61774	NM_001177843	209630	Mm.37932	NM_172475	ENSMUSG00000026657	Frmd4a	2700017I06Rik|5330420J21|AI594879|C230040M21Rik|Frmd4|Gm13190|mKIAA1294	FERM domain containing 4A	protein-coding
240	chr4	136249001	136249500	+	0	NA	intron (NM_011542, intron 1 of 10)	intron (NM_011542, intron 1 of 10)	1293	NM_011542	21401	Mm.112	NM_011542	ENSMUSG00000001604	Tcea3	S-II|SII-K1	transcription elongation factor A (SII), 3	protein-coding
728	chr12	104908001	104908500	+	0	NA	Intergenic	Intergenic	-43174	NM_053155	94040	Mm.244078	NM_053155	ENSMUSG00000021097	Clmn	9330188N17Rik|AI428889|AI788815|mKIAA1188	calmin	protein-coding
664	chr11	22858001	22858500	+	0	NA	intron (NM_001169114, intron 1 of 1)	intron (NM_001169114, intron 1 of 1)	1485	NM_016888	53625	Mm.395495	NM_016888	ENSMUSG00000051650	B3gnt2	AA408337|AA409404|AW260308|B3Galt6|B3gnt1|BGnT-1|BGnT-2|BGnT1|BGnT2|Beta3gnt	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	protein-coding
596	chr10	80014001	80014500	+	0	NA	exon (NM_001347081, exon 44 of 47)	exon (NM_001347081, exon 44 of 47)	-2422	NM_001142701	70719	Mm.243954	NM_027521	ENSMUSG00000035697	Arhgap45	6330406L22Rik|AW539505|Ha-1|Hmha1	Rho GTPase activating protein 45	protein-coding
234	chr4	119717501	119718000	+	0	NA	Intergenic	MIRb|SINE|MIR	-58805	NM_008191	14916	Mm.278	NM_008191	ENSMUSG00000032978	Guca2b	AV066530|Gcap2|Ugn	guanylate cyclase activator 2b (retina)	protein-coding
393	chr7	142525501	142526000	+	0	NA	Intergenic	L1MEc|LINE|L1	-7282	NM_011288	19935	Mm.12144	NM_011288	ENSMUSG00000037772	Mrpl23	L23mrp|Rpl23|Rpl23l	mitochondrial ribosomal protein L23	protein-coding
579	chr9	43359001	43359500	+	0	NA	Intergenic	Intergenic	48487	NM_023655	72169	Mm.273277	NM_023655	ENSMUSG00000032013	Trim29	1110047J21Rik|2810431N19Rik|4732461M22Rik|AI119726	tripartite motif-containing 29	protein-coding
870	chr17	56751501	56752000	+	0	NA	exon (NM_008738, exon 3 of 3)	exon (NM_008738, exon 3 of 3)	5798	NM_008738	18188	Mm.8074	NM_008738	ENSMUSG00000039481	Nrtn	NTN	neurturin	protein-coding
472	chr8	84786501	84787000	+	0	NA	intron (NM_010906, intron 1 of 8)	intron (NM_010906, intron 1 of 8)	-6668	NM_001371062								
775	chr14	105802501	105803000	+	0	NA	Intergenic	Intergenic	94069	NM_011897	24064	Mm.89982	NM_011897	ENSMUSG00000022114	Spry2	sprouty2	sprouty RTK signaling antagonist 2	protein-coding
285	chr5	143288001	143288500	+	0	NA	exon (NM_001370826, exon 3 of 3)	exon (NM_001370826, exon 3 of 3)	5284	NM_001370826	330230		NM_001370826	ENSMUSG00000093910	Zfp853	Gm792	zinc finger protein 853	protein-coding
928	chr19	32210501	32211000	+	0	NA	intron (NM_001362423, intron 5 of 9)	intron (NM_001362423, intron 5 of 9)	263	NM_001168526	208449	Mm.329810	NM_144792	ENSMUSG00000040451	Sgms1	9530058O11Rik|AI841905|C80702|Mob|Sms1|Sor1|Tmem23	sphingomyelin synthase 1	protein-coding
170	chr3	95172501	95173000	+	0	NA	exon (NM_001272024, exon 21 of 21)	exon (NM_001272024, exon 21 of 21)	8411	NM_011351	20360	Mm.23662	NM_011351	ENSMUSG00000038777	Sema6c	Semay|mKIAA1869	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	protein-coding
428	chr7	27372001	27372500	+	0	NA	exon (NM_001199234, exon 6 of 19)	exon (NM_001199234, exon 6 of 19)	-16242	NM_138676	192192	Mm.21297	NM_138676	ENSMUSG00000089832	Shkbp1	B930062H15Rik|Sb1	Sh3kbp1 binding protein 1	protein-coding
297	chr5	128553001	128553500	+	0	NA	Intergenic	Intergenic	47437	NR_015517	319616	Mm.387738	NR_015517	ENSMUSG00000072591	Fzd10os	5930412G12Rik|Fzd10as	frizzled class receptor 10, opposite strand	ncRNA
754	chr13	31805501	31806000	+	0	NA	promoter-TSS (NM_008592)	promoter-TSS (NM_008592)	-896	NM_008592	17300	Mm.12949	NM_008592	ENSMUSG00000050295	Foxc1	FREAC3|Fkh1|Mf1|Mf4|ch|fkh-1|frkhda	forkhead box C1	protein-coding
771	chr14	118551501	118552000	+	0	NA	intron (NM_001033336, intron 20 of 30)	intron (NM_001033336, intron 20 of 30)	40722	NR_105815	102465208		NR_105815	ENSMUSG00000098433	Mir6391	Gm27914|mmu-mir-6391	microRNA 6391	ncRNA
281	chr5	135869001	135869500	+	0	NA	exon (NM_021403, exon 14 of 15)	exon (NM_021403, exon 14 of 15)	-18669	NM_013560	15507	Mm.13849	NM_013560	ENSMUSG00000004951	Hspb1	27kDa|Hsp25	heat shock protein 1	protein-coding
475	chr8	84617001	84617500	+	0	NA	intron (NM_001252059, intron 36 of 45)	CpG	45602	NM_010499	15936	Mm.399	NM_010499	ENSMUSG00000053560	Ier2	AI317238|Ch1|Pip92	immediate early response 2	protein-coding
15	chr1	172513001	172513500	+	0	NA	Intergenic	Intergenic	-7880	NM_027972	71870	Mm.78373	NM_027972	ENSMUSG00000026546	Cfap45	1700028D05Rik|Ccdc19|Nesg1	cilia and flagella associated protein 45	protein-coding
772	chr14	118086001	118086500	+	0	NA	Intergenic	MLTR14|LTR|ERV1	-34004	NM_010024	13190	Mm.19987	NM_010024	ENSMUSG00000022129	Dct	DT|TRP-2|TRP2|Tyrp-2|Tyrp2|slaty|slt	dopachrome tautomerase	protein-coding
282	chr5	142551001	142551500	+	0	NA	promoter-TSS (NM_178702)	promoter-TSS (NM_178702)	-152	NM_178702	231858	Mm.33766	NM_178702	ENSMUSG00000029576	Radil	AI536456|D930005D10Rik	Ras association and DIL domains	protein-coding
954	chr19	18079501	18080000	+	0	NA	Intergenic	Lx8|LINE|L1	-242118	NM_001190483	18552	Mm.3401	NM_001163144	ENSMUSG00000024713	Pcsk5	PC5|PC6|SPC6|b2b1549Clo|b2b585Clo	proprotein convertase subtilisin/kexin type 5	protein-coding
719	chr12	111448501	111449000	+	0	NA	intron (NM_009396, intron 6 of 11)	intron (NM_009396, intron 6 of 11)	6089	NM_009396	21928	Mm.255332	NM_009396	ENSMUSG00000021281	Tnfaip2	B94|Exoc3l3|M-sec|Tnfip2|tnfb94	tumor necrosis factor, alpha-induced protein 2	protein-coding
109	chr2	157882001	157882500	+	0	NA	intron (NM_025680, intron 13 of 15)	intron (NM_025680, intron 13 of 15)	-32403	NM_198627	277432	Mm.441156	NM_198627	ENSMUSG00000037843	Vstm2l	Gm691	V-set and transmembrane domain containing 2-like	protein-coding
903	chr18	57960501	57961000	+	0	NA	Intergenic	Intergenic	82072	NM_009194	20496	Mm.399997	NM_009194	ENSMUSG00000024597	Slc12a2	9330166H04Rik|Nkcc1|mBSC2|sy-ns	solute carrier family 12, member 2	protein-coding
36	chr1	166940001	166940500	+	0	NA	Intergenic	IAPLTR2_Mm|LTR|ERVK	59480	NR_037988	100503962	Mm.216842	NR_037988	ENSMUSG00000102548	Gm16701	-	predicted gene, 16701	ncRNA
27	chr1	187965001	187965500	+	0	NA	intron (NM_001357534, intron 2 of 7)	intron (NM_001357534, intron 2 of 7)	-32577	NM_001357536	26381	Mm.89989	NM_011935	ENSMUSG00000026610	Esrrg	ERR3|Errg|NR3B3|mKIAA0832	estrogen-related receptor gamma	protein-coding
78	chr2	72477001	72477500	+	0	NA	intron (NM_025866, intron 1 of 8)	intron (NM_025866, intron 1 of 8)	1031	NM_025866	66953	Mm.270676	NM_025866	ENSMUSG00000055612	Cdca7	2310021G01Rik|AU044109|JPO1	cell division cycle associated 7	protein-coding
699	chr11	53463001	53463500	+	0	NA	5' UTR (NM_001290789, exon 2 of 7)	5' UTR (NM_001290789, exon 2 of 7)	6045	NM_027917	71774	Mm.274370	NM_027917	ENSMUSG00000018387	Shroom1	Apx|Shrm1	shroom family member 1	protein-coding
135	chr2	166273501	166274000	+	0	NA	promoter-TSS (NR_033467)	promoter-TSS (NR_033467)	-158	NR_033467	670775	Mm.384326	NR_033467	ENSMUSG00000084840	Gm11468	-	predicted gene 11468	ncRNA
515	chr8	105270501	105271000	+	0	NA	intron (NR_045689, intron 2 of 12)	intron (NR_045689, intron 2 of 12)	949	NM_001256042	26386	Mm.89204	NM_011939	ENSMUSG00000033249	Hsf4	HSF 4|HSTF 4|HSTF4|ldis1|mHSF4	heat shock transcription factor 4	protein-coding
831	chr15	89548001	89548500	+	0	NA	exon (NM_021423, exon 21 of 22)	exon (NM_021423, exon 21 of 22)	19955	NR_155423	102640064	Mm.416865	NR_155423		Gm36221	-	predicted gene, 36221	ncRNA
533	chr9	103181001	103181500	+	0	NA	3' UTR (NM_173781, exon 8 of 8)	3' UTR (NM_173781, exon 8 of 8)	20815	NM_009275	20818	Mm.273053	NM_009275	ENSMUSG00000032553	Srprb	AA409543	signal recognition particle receptor, B subunit	protein-coding
676	chr11	3176501	3177000	+	0	NA	intron (NM_001363224, intron 8 of 28)	intron (NM_001363224, intron 8 of 28)	16853	NM_030207	78887	Mm.394071	NM_030207	ENSMUSG00000023764	Sfi1	-	Sfi1 homolog, spindle assembly associated (yeast)	protein-coding
98	chr2	25579501	25580000	+	0	NA	exon (NM_001005424, exon 1 of 1)	exon (NM_001005424, exon 1 of 1)	349	NM_001005424	381353	Mm.379511	NM_001005424	ENSMUSG00000029419	Ajm1	Gm996	apical junction component 1	protein-coding
250	chr4	41497501	41498000	+	0	NA	exon (NM_001085515, exon 2 of 2)	exon (NM_001085515, exon 2 of 2)	5325	NM_001085515	329828	Mm.27054	NM_001085515	ENSMUSG00000046312	Myorg	AA408153|AI464131|AI604836|Gm762|Kiaa1161|NET37	myogenesis regulating glycosidase (putative)	protein-coding
113	chr2	144215501	144216000	+	0	NA	Intergenic	Intergenic	-26460	NR_136884	433481	Mm.330630	NR_136884	ENSMUSG00000074758	Gm5535	EG433481	predicted gene 5535	ncRNA
919	chr18	34862501	34863000	+	0	NA	exon (NM_007913, exon 2 of 2)	exon (NM_007913, exon 2 of 2)	1543	NM_007913	13653	Mm.181959	NM_007913	ENSMUSG00000038418	Egr1	A530045N19Rik|ETR103|Egr-1|Krox-1|Krox-24|Krox24|NGF1-A|NGFI-A|NGFIA|TIS8|Zenk|Zfp-6|Zif268|egr	early growth response 1	protein-coding
427	chr7	27367501	27368000	+	0	NA	exon (NM_001199234, exon 10 of 19)	exon (NM_001199234, exon 10 of 19)	-11742	NM_138676	192192	Mm.21297	NM_138676	ENSMUSG00000089832	Shkbp1	B930062H15Rik|Sb1	Sh3kbp1 binding protein 1	protein-coding
84	chr2	18681001	18681500	+	0	NA	intron (NM_007552, intron 1 of 9)	intron (NM_007552, intron 1 of 9)	4232	NM_007552	12151	Mm.289584	NM_007552	ENSMUSG00000026739	Bmi1	AW546694|Bmi-1|Pcgf4	Bmi1 polycomb ring finger oncogene	protein-coding
336	chr6	90325001	90325500	+	0	NA	promoter-TSS (NM_027928)	promoter-TSS (NM_027928)	-65	NM_027928	71797	Mm.49071	NM_027928	ENSMUSG00000056643	Chst13	1110067M19Rik|C4ST-3	carbohydrate sulfotransferase 13	protein-coding
703	chr11	43817501	43818000	+	0	NA	intron (NM_001284381, intron 4 of 4)	intron (NM_001284381, intron 4 of 4)	18739	NM_007416	11548	Mm.39086	NM_007416	ENSMUSG00000050541	Adra1b	[a]1b	adrenergic receptor, alpha 1b	protein-coding
832	chr15	85507501	85508000	+	0	NA	Intergenic	Intergenic	-4523	NM_001256072	328577	Mm.212960	NM_001256072	ENSMUSG00000096607	7530416G11Rik	-	RIKEN cDNA 7530416G11 gene	protein-coding
444	chr7	63757001	63757500	+	0	NA	intron (NM_130880, intron 13 of 13)	intron (NM_130880, intron 13 of 13)	-159607	NM_001256311	381994	Mm.425466	NM_001256311	ENSMUSG00000095061	E030018B13Rik	Gm1697	RIKEN cDNA E030018B13 gene	protein-coding
298	chr5	131585501	131586000	+	0	NA	intron (NM_001363480, intron 5 of 19)	intron (NM_001363480, intron 5 of 19)	-171032	NR_152164	545809	Mm.357553	NR_152164	ENSMUSG00000105387	Gm29681	Gm42590	predicted gene, 29681	ncRNA
430	chr7	30862001	30862500	+	0	NA	promoter-TSS (NM_194057)	promoter-TSS (NM_194057)	-780	NM_194057	233081	Mm.425422	NM_194057	ENSMUSG00000044453	Ffar1	Gpr40	free fatty acid receptor 1	protein-coding
184	chr4	107591001	107591500	+	0	NA	intron (NM_147221, intron 4 of 10)	intron (NM_147221, intron 4 of 10)	92339	NR_151717	56296	Mm.141324	NM_019872	ENSMUSG00000028610	Dmrtb1	Dmrt6|Prp13	DMRT-like family B with proline-rich C-terminal, 1	protein-coding
14	chr1	171195001	171195500	+	0	NA	intron (NM_025557, intron 1 of 2)	intron (NM_025557, intron 1 of 2)	1018	NM_025557	66425	Mm.482117	NM_025557	ENSMUSG00000038370	Pcp4l1	1500036F01Rik	Purkinje cell protein 4-like 1	protein-coding
813	chr15	103018501	103019000	+	0	NA	Intergenic	Intergenic	3840	NR_030526	751557		NR_030526	ENSMUSG00000076010	Mir615	Mir|Mirn615|mir-615|mmu-mir-615	microRNA 615	ncRNA
132	chr2	166364501	166365000	+	0	NA	Intergenic	(TCCCC)n|Simple_repeat|Simple_repeat	-82701	NR_015558	319684	Mm.399746	NR_015558		5031425F14Rik	-	RIKEN cDNA 5031425F14 gene	ncRNA
930	chr19	37685001	37685500	+	0	NA	promoter-TSS (NM_001105201)	promoter-TSS (NM_001105201)	-430	NM_001105201	546726	Mm.457750	NM_001105201	ENSMUSG00000062432	Cyp26c1	EG546726	cytochrome P450, family 26, subfamily c, polypeptide 1	protein-coding
512	chr8	122302001	122302500	+	0	NA	intron (NM_009569, intron 1 of 9)	intron (NM_009569, intron 1 of 9)	20109	NM_009569	22761	Mm.3105	NM_009569	ENSMUSG00000049577	Zfpm1	FOG|Fog1	zinc finger protein, multitype 1	protein-coding
884	chr17	8799501	8800000	+	0	NA	intron (NM_001290707, intron 2 of 22)	intron (NM_001290707, intron 2 of 22)	-1995	NM_011866	23984	Mm.87161	NM_011866	ENSMUSG00000023868	Pde10a	-	phosphodiesterase 10A	protein-coding
48	chr1	39312501	39313000	+	0	NA	intron (NM_008719, intron 6 of 20)	intron (NM_008719, intron 6 of 20)	-55101	NM_053257	114641	Mm.379302	NM_053257	ENSMUSG00000073702	Rpl31	Dts	ribosomal protein L31	protein-coding
927	chr19	32211001	32211500	+	0	NA	promoter-TSS (NM_001168526)	promoter-TSS (NM_001168526)	-237	NM_001168526	208449	Mm.329810	NM_144792	ENSMUSG00000040451	Sgms1	9530058O11Rik|AI841905|C80702|Mob|Sms1|Sor1|Tmem23	sphingomyelin synthase 1	protein-coding
419	chr7	19092501	19093000	+	0	NA	intron (NR_126095, intron 14 of 14)	intron (NR_126095, intron 14 of 14)	-1794	NM_011383	20475	Mm.3410	NM_011383	ENSMUSG00000040841	Six5	Dmahp|MDMAHP|TrexBF	sine oculis-related homeobox 5	protein-coding
944	chr19	6428001	6428500	+	0	NA	exon (NM_001205234, exon 2 of 23)	exon (NM_001205234, exon 2 of 23)	9494	NM_001205235	18190	Mm.329616	NM_020253	ENSMUSG00000033768	Nrxn2	6430591O13Rik|mKIAA0921	neurexin II	protein-coding
500	chr8	121242501	121243000	+	0	NA	Intergenic	Intergenic	115065	NM_008024	14241	Mm.5111	NM_008024	ENSMUSG00000097084	Foxl1	FREAC7|Fkh6|fkh-6	forkhead box L1	protein-coding
