PeakID (cmd=annotatePeaks.pl 500_result/Hypo.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
137	chr1	23776501	23777000	+	0	NA	intron (NM_172124, intron 1 of 3)	intron (NM_172124, intron 1 of 3)	14824	NM_172124	280645	Mm.471661	NM_172124	ENSMUSG00000026156	B3gat2	GlcAT-S|Glcats	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)	protein-coding
1867	chr9	121748001	121748500	+	0	NA	exon (NM_010918, exon 13 of 17)	exon (NM_010918, exon 13 of 17)	11693	NR_033503	320301	Mm.373883	NR_033503		E530011L22Rik	-	RIKEN cDNA E530011L22 gene	ncRNA
2559	chr12	12444501	12445000	+	0	NA	Intergenic	Intergenic	-52275	NR_045829	70858	Mm.410838	NR_045829	ENSMUSG00000114136	4921511I17Rik	-	RIKEN cDNA 4921511I17 gene	ncRNA
3483	chrX	36796001	36796500	+	0	NA	intron (NM_007451, intron 1 of 3)	CpG	653	NM_007451	11740	Mm.371544	NM_007451	ENSMUSG00000016319	Slc25a5	Ant2	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	protein-coding
3362	chr19	48259001	48259500	+	0	NA	intron (NM_025696, intron 1 of 26)	intron (NM_025696, intron 1 of 26)	53225	NM_025696	66673	Mm.70980	NM_025696	ENSMUSG00000063434	Sorcs3	6330404A12Rik|AW045579	sortilin-related VPS10 domain containing receptor 3	protein-coding
3033	chr16	17998501	17999000	+	0	NA	Intergenic	RLTR26_Mus|LTR|ERVK	18185	NM_016983	22363	Mm.377118	NM_016983	ENSMUSG00000059280	Vpreb2	CD179b|VpreB1|Vpreb-2	pre-B lymphocyte gene 2	protein-coding
856	chr5	139382001	139382500	+	0	NA	intron (NM_030258, intron 1 of 1)	intron (NM_030258, intron 1 of 1)	1611	NM_030258	80290	Mm.270003	NM_030258	ENSMUSG00000044197	Gpr146	BC003323|D830046C22Rik|PGR8	G protein-coupled receptor 146	protein-coding
1526	chr8	90843001	90843500	+	0	NA	intron (NM_177224, intron 1 of 39)	B3A|SINE|B2	14415	NM_177224	109151	Mm.100615	NM_177224	ENSMUSG00000056608	Chd9	1810014J18Rik|9030205D12Rik|A330063D19Rik|AD013|PRIC320|mKIAA0308	chromodomain helicase DNA binding protein 9	protein-coding
238	chr2	26068001	26068500	+	0	NA	intron (NM_001037098, intron 2 of 5)	intron (NM_001037098, intron 2 of 5)	24146	NM_001037098	67991	Mm.131074	NM_026495	ENSMUSG00000026932	Nacc2	0610020I02Rik|AI448087|Btbd14a|C030048H19Rik	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	protein-coding
327	chr2	155641501	155642000	+	0	NA	intron (NM_001163452, intron 11 of 18)	intron (NM_001163452, intron 11 of 18)	18870	NR_030757	735275		NR_030757	ENSMUSG00000076312	Mir499	Mirn499|mir-499|mmu-mir-499	microRNA 499	ncRNA
1881	chr9	118928501	118929000	+	0	NA	intron (NM_133710, intron 1 of 7)	intron (NM_133710, intron 1 of 7)	2214	NM_133710	69274	Mm.439928	NM_133710	ENSMUSG00000047409	Ctdspl	2810418J22Rik|AI426263|HYA22|SCP3	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	protein-coding
3412	chr19	7136001	7136500	+	0	NA	intron (NM_134147, intron 3 of 10)	intron (NM_134147, intron 3 of 10)	-30521	NM_201411	396184	Mm.386930	NM_201411	ENSMUSG00000047787	Flrt1	AW742165|D630040I23Rik	fibronectin leucine rich transmembrane protein 1	protein-coding
2295	chr11	116541001	116541500	+	0	NA	intron (NM_173755, intron 14 of 17)	intron (NM_173755, intron 14 of 17)	6510	NM_011451	20698	Mm.20944	NM_011451	ENSMUSG00000061878	Sphk1	1110006G24Rik|Sk1|Spk1	sphingosine kinase 1	protein-coding
882	chr5	148777001	148777500	+	0	NA	promoter-TSS (NR_131106)	promoter-TSS (NR_131106)	-713	NR_131106	78015	Mm.243839	NR_131106	ENSMUSG00000085740	4930505K14Rik	-	RIKEN cDNA 4930505K14 gene	ncRNA
1866	chr9	121753001	121753500	+	0	NA	intron (NM_010918, intron 16 of 16)	intron (NM_010918, intron 16 of 16)	6693	NR_033503	320301	Mm.373883	NR_033503		E530011L22Rik	-	RIKEN cDNA E530011L22 gene	ncRNA
1002	chr5	125513001	125513500	+	0	NA	intron (NM_030210, intron 14 of 17)	intron (NM_030210, intron 14 of 17)	-19168	NM_001190352	208151	Mm.40397	NM_001190352	ENSMUSG00000070498	Tmem132b	AK220418|mKIAA1786	transmembrane protein 132B	protein-coding
2429	chr12	80257501	80258000	+	0	NA	intron (NM_134156, intron 1 of 20)	intron (NM_134156, intron 1 of 20)	2621	NM_134156	109711	Mm.253564	NM_134156	ENSMUSG00000015143	Actn1	3110023F10Rik|Actn1a	actinin, alpha 1	protein-coding
2954	chr15	86409501	86410000	+	0	NA	intron (NM_001358062, intron 8 of 9)	ORR1B2|LTR|ERVL-MaLR	132075	NM_001358062	223754	Mm.28904	NM_145476	ENSMUSG00000051864	Tbc1d22a	BC023106|D15Ertd781e	TBC1 domain family, member 22a	protein-coding
1702	chr8	11005001	11005500	+	0	NA	exon (NM_001081212, exon 1 of 2)	exon (NM_001081212, exon 1 of 2)	-2600	NR_046017	619321	Mm.403007	NR_046017	ENSMUSG00000096938	9530052E02Rik	-	RIKEN cDNA 9530052E02 gene	ncRNA
1456	chr7	65367501	65368000	+	0	NA	intron (NM_001163574, intron 1 of 26)	intron (NM_001163574, intron 1 of 26)	3494	NM_001163574	21872	Mm.4342	NM_009386	ENSMUSG00000030516	Tjp1	ZO1	tight junction protein 1	protein-coding
1209	chr6	55448001	55448500	+	0	NA	Intergenic	Intergenic	-3728	NM_007407	11517	Mm.44245	NM_007407	ENSMUSG00000029778	Adcyap1r1	2900024I10Rik|AI846590|PAC1|PAC1R|PACAP1-R	adenylate cyclase activating polypeptide 1 receptor 1	protein-coding
1133	chr6	88813501	88814000	+	0	NA	intron (NM_001166249, intron 5 of 7)	intron (NM_001166249, intron 5 of 7)	28185	NM_001362152	80283	Mm.166858	NM_030251	ENSMUSG00000030083	Abtb1	AI847549|BC003234|BPOZ|EF1ABP	ankyrin repeat and BTB (POZ) domain containing 1	protein-coding
159	chr1	87176001	87176500	+	0	NA	Intergenic	Intergenic	-7064	NM_027084	69453	Mm.84618	NM_027084	ENSMUSG00000036480	Prss56	1700027L20Rik	protease, serine 56	protein-coding
2898	chr15	83884001	83884500	+	0	NA	intron (NM_029946, intron 26 of 31)	intron (NM_029946, intron 26 of 31)	35123	NM_001161629	77627	Mm.196288	NM_029946	ENSMUSG00000022441	Efcab6	4931407K02Rik|4932408N08Rik|bM150J22.2|mKIAA1672	EF-hand calcium binding domain 6	protein-coding
3102	chr17	65940001	65940500	+	0	NA	intron (NM_023053, intron 2 of 4)	intron (NM_023053, intron 2 of 4)	10937	NM_023053	65960	Mm.10153	NM_023053	ENSMUSG00000024098	Twsg1	1810013J15Rik|9030422N06Rik|AW552143|D17Ertd403e|Tsg|Twg	twisted gastrulation BMP signaling modulator 1	protein-coding
1510	chr8	87619001	87619500	+	0	NA	Intergenic	Intergenic	22960	NR_131165	73557		NR_131165		1700096P03Rik	-	RIKEN cDNA 1700096P03 gene	ncRNA
2804	chr15	75671501	75672000	+	0	NA	intron (NM_001355589, intron 3 of 13)	intron (NM_001355589, intron 3 of 13)	7050	NM_028404	72960	Mm.182401	NM_028404	ENSMUSG00000000934	Top1mt	2900052H09Rik	DNA topoisomerase 1, mitochondrial	protein-coding
513	chr3	131588001	131588500	+	0	NA	intron (NM_001289478, intron 6 of 12)	intron (NM_001289478, intron 6 of 12)	22218	NM_001289477	23971	Mm.244912	NM_011863	ENSMUSG00000028032	Papss1	AI325286|Asapk|SK1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	protein-coding
1509	chr8	87496501	87497000	+	0	NA	intron (NR_125722, intron 1 of 3)	intron (NR_125722, intron 1 of 3)	23634	NR_125722	100040294	Mm.213632	NR_033430	ENSMUSG00000097248	Gm2694	C230036H16Rik|linc1582	predicted gene 2694	ncRNA
2966	chr15	12434001	12434500	+	0	NA	intron (NM_001081064, intron 7 of 25)	intron (NM_001081064, intron 7 of 25)	112754	NM_025673	66629	Mm.157655	NM_025673	ENSMUSG00000022200	Golph3	4733401N08Rik|5730410D03Rik|AW413496	golgi phosphoprotein 3	protein-coding
1385	chr7	122459001	122459500	+	0	NA	intron (NM_001316672, intron 5 of 16)	intron (NM_001316672, intron 5 of 16)	170125	NM_008855	18751	Mm.207496	NM_008855	ENSMUSG00000052889	Prkcb	PKC-B|PKC-Beta|Pkcb|Prkcb1|Prkcb2	protein kinase C, beta	protein-coding
2116	chr10	60820501	60821000	+	0	NA	intron (NM_001359273, intron 1 of 15)	intron (NM_001359273, intron 1 of 15)	10831	NM_029770	107449	Mm.290433	NM_029770	ENSMUSG00000020099	Unc5b	6330415E02Rik|A630020F16|D10Bwg0792e|Unc5h2	unc-5 netrin receptor B	protein-coding
1464	chr7	67520001	67520500	+	0	NA	intron (NM_175124, intron 9 of 9)	intron (NM_175124, intron 9 of 9)	124986	NR_028143	67867	Mm.31247	NM_027413	ENSMUSG00000030556	Lrrc28	1300004K21Rik|2210012C09Rik|2310058O11Rik	leucine rich repeat containing 28	protein-coding
1692	chr8	9731001	9731500	+	0	NA	intron (NM_173446, intron 1 of 2)	intron (NM_173446, intron 1 of 2)	39773	NM_173446	270028	Mm.268163	NM_173446	ENSMUSG00000079157	Fam155a	6430500D16|AW121567|Tmem28	family with sequence similarity 155, member A	protein-coding
2981	chr15	27539001	27539500	+	0	NA	intron (NM_020332, intron 1 of 11)	intron (NM_020332, intron 1 of 11)	-32244	NR_106065	102466808		NR_106065	ENSMUSG00000098416	Mir7117	Gm27729|mmu-mir-7117	microRNA 7117	ncRNA
1210	chr6	54506001	54506500	+	0	NA	Intergenic	Intergenic	60132	NM_027268	69938	Mm.41557	NM_027268	ENSMUSG00000019124	Scrn1	2810019K23Rik|6330535A03Rik|AI852905|SES1|mKIAA0193	secernin 1	protein-coding
84	chr1	154292501	154293000	+	0	NA	Intergenic	Intergenic	-35844	NR_040629	78112	Mm.401935	NR_040629	ENSMUSG00000099933	4930452N14Rik	-	RIKEN cDNA 4930452N14 gene	ncRNA
768	chr4	32824001	32824500	+	0	NA	intron (NM_001012450, intron 7 of 16)	intron (NM_001012450, intron 7 of 16)	23991	NM_175364	108755	Mm.1182	NM_175364	ENSMUSG00000045854	Lyrm2	2610208E05Rik	LYR motif containing 2	protein-coding
744	chr4	129081001	129081500	+	0	NA	intron (NM_029219, intron 7 of 8)	intron (NM_029219, intron 7 of 8)	23106	NM_029219	75234	Mm.259672	NM_029219	ENSMUSG00000028793	Rnf19b	4930534K13Rik|4930555L03Rik|Ibrdc3	ring finger protein 19B	protein-coding
1314	chr7	80320501	80321000	+	0	NA	intron (NM_173445, intron 3 of 8)	intron (NM_173445, intron 3 of 8)	3704	NM_173445	269955	Mm.474502	NM_173445	ENSMUSG00000038930	Rccd1	5830436H09|E430018M08Rik	RCC1 domain containing 1	protein-coding
2052	chr10	127578001	127578500	+	0	NA	intron (NM_008512, intron 21 of 88)	intron (NM_008512, intron 21 of 88)	42898	NM_008512	16971	Mm.271854	NM_008512	ENSMUSG00000040249	Lrp1	A2mr|AI316852|CD91|Lrp|b2b1554Clo	low density lipoprotein receptor-related protein 1	protein-coding
1147	chr6	146999001	146999500	+	0	NA	intron (NM_026221, intron 9 of 26)	intron (NM_026221, intron 9 of 26)	-33287	NM_025620	66532	Mm.45888	NM_025620	ENSMUSG00000040121	Rep15	2210417D09Rik	RAB15 effector protein	protein-coding
129	chr1	37662501	37663000	+	0	NA	intron (NM_028096, intron 1 of 9)	LTR84b|LTR|ERVL	57061	NM_028096	72097	Mm.142607	NM_028096	ENSMUSG00000026090	2010300C02Rik	-	RIKEN cDNA 2010300C02 gene	protein-coding
383	chr2	167652001	167652500	+	0	NA	intron (NM_145538, intron 2 of 5)	intron (NM_145538, intron 2 of 5)	9294	NM_145538	407243	Mm.4863	NM_145538	ENSMUSG00000090213	Tmem189	AI840826|Kua	transmembrane protein 189	protein-coding
1904	chr9	107307501	107308000	+	0	NA	Intergenic	Intergenic	11091	NM_009895	12700	Mm.4592	NM_009895	ENSMUSG00000032578	Cish	CIS-1|CIS1|Cis|F17|F23|SOCS	cytokine inducible SH2-containing protein	protein-coding
2752	chr14	30092501	30093000	+	0	NA	intron (NM_001083616, intron 29 of 46)	intron (NM_001083616, intron 29 of 46)	70117	NM_175343	218865	Mm.259916	NM_172264	ENSMUSG00000015970	Chdh	AU041472|D630034H06Rik	choline dehydrogenase	protein-coding
826	chr5	113795501	113796000	+	0	NA	5' UTR (NM_146162, exon 2 of 2)	5' UTR (NM_146162, exon 2 of 2)	4646	NM_146162	231633	Mm.41681	NM_146162	ENSMUSG00000054675	Tmem119	AW208946|BC025600|obif	transmembrane protein 119	protein-coding
1226	chr6	37322001	37322500	+	0	NA	Intergenic	Intergenic	-22274	NM_001081206	320127	Mm.119469	NM_001081206	ENSMUSG00000038665	Dgki	6430604M11Rik|C130010K08Rik	diacylglycerol kinase, iota	protein-coding
357	chr2	162182501	162183000	+	0	NA	intron (NM_001291151, intron 6 of 30)	intron (NM_001291151, intron 6 of 30)	-208063	NR_040617	77645	Mm.447752	NR_040617	ENSMUSG00000084919	Ptprtos	C330008G21Rik	protein tyrosine phosphatase, receptor type T, opposite strand	ncRNA
2406	chr11	59044001	59044500	+	0	NA	intron (NM_001171512, intron 52 of 103)	intron (NM_001171512, intron 52 of 103)	66157	NM_053168	94091	Mm.248049	NM_053168	ENSMUSG00000020455	Trim11	-	tripartite motif-containing 11	protein-coding
1998	chr10	80783501	80784000	+	0	NA	intron (NM_199322, intron 14 of 27)	intron (NM_199322, intron 14 of 27)	14876	NM_023900	78670	Mm.41479	NM_023900	ENSMUSG00000035278	Plekhj1	9530063M10Rik	pleckstrin homology domain containing, family J member 1	protein-coding
2259	chr11	120812001	120812500	+	0	NA	intron (NM_007988, intron 28 of 42)	intron (NM_007988, intron 28 of 42)	12297	NM_007988	14104	Mm.236443	NM_007988	ENSMUSG00000025153	Fasn	A630082H08Rik|FAS	fatty acid synthase	protein-coding
3327	chr18	32411001	32411500	+	0	NA	intron (NM_001360876, intron 2 of 17)	intron (NM_001360876, intron 2 of 17)	-32966	NR_045403	402767	Mm.385109	NR_045403		A830052D11Rik	-	RIKEN cDNA A830052D11 gene	ncRNA
3047	chr16	22389001	22389500	+	0	NA	intron (NM_001358428, intron 11 of 12)	intron (NM_001358428, intron 11 of 12)	49118	NM_001358428	104156	Mm.155708	NM_023794	ENSMUSG00000013089	Etv5	1110005E01Rik|8430401F14Rik|ERM	ets variant 5	protein-coding
1854	chr9	114747501	114748000	+	0	NA	3' UTR (NM_026036, exon 4 of 4)	3' UTR (NM_026036, exon 4 of 4)	16547	NM_026036	67213	Mm.28858	NM_026036	ENSMUSG00000032434	Cmtm6	2810051A14Rik|AA536733|Cklfsf6	CKLF-like MARVEL transmembrane domain containing 6	protein-coding
2120	chr11	81150501	81151000	+	0	NA	intron (NM_001034013, intron 1 of 9)	intron (NM_001034013, intron 1 of 9)	2153	NM_007384	11418	Mm.234998	NM_007384	ENSMUSG00000020704	Asic2	ACIC2|Accn1|BNC1|BNaC1|BNaC1a|Mdeg	acid-sensing (proton-gated) ion channel 2	protein-coding
2595	chr13	68351001	68351500	+	0	NA	Intergenic	Intergenic	5575	NR_152173	666272	Mm.309128	NR_152173	ENSMUSG00000113050	Gm8016	EG666272	predicted gene 8016	ncRNA
488	chr3	88167501	88168000	+	0	NA	intron (NM_133665, intron 9 of 10)	intron (NM_133665, intron 9 of 10)	10035	NR_045997	76642	Mm.424420	NR_045997	ENSMUSG00000096935	1700113A16Rik	2210408E11Rik|AA408983	RIKEN cDNA 1700113A16 gene	ncRNA
1227	chr6	38252001	38252500	+	0	NA	intron (NM_194061, intron 1 of 19)	intron (NM_194061, intron 1 of 19)	1889	NM_194061	330286	Mm.277163	NM_194061	ENSMUSG00000063455	D630045J12Rik	Kiaa1549|mKIAA1549	RIKEN cDNA D630045J12 gene	protein-coding
2407	chr11	59069501	59070000	+	0	NA	exon (NM_199152, exon 37 of 90)	exon (NM_199152, exon 37 of 90)	66625	NM_001171512	380698	Mm.339542	NM_199152	ENSMUSG00000061462	Obscn	BC046431|Gm878|UNC89	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	protein-coding
2231	chr11	119264501	119265000	+	0	NA	3' UTR (NM_001364767, exon 21 of 21)	3' UTR (NM_001364767, exon 21 of 21)	-3213	NM_008064	14387	Mm.4793	NM_008064	ENSMUSG00000025579	Gaa	E430018M07Rik	glucosidase, alpha, acid	protein-coding
800	chr4	57758001	57758500	+	0	NA	intron (NM_001304544, intron 6 of 8)	intron (NM_001304544, intron 6 of 8)	-86998	NM_001035532	11641	Mm.467752	NM_009649	ENSMUSG00000038729	Akap2	AA959716|AI649048|Akap-2|Akap-kl|B230340M18Rik|Prka2	A kinase (PRKA) anchor protein 2	protein-coding
1822	chr9	63723001	63723500	+	0	NA	intron (NM_016769, intron 1 of 8)	intron (NM_016769, intron 1 of 8)	34744	NM_016769	17127	Mm.7320	NM_016769	ENSMUSG00000032402	Smad3	AU022421|Madh3	SMAD family member 3	protein-coding
3046	chr16	22422001	22422500	+	0	NA	intron (NM_001358428, intron 5 of 12)	intron (NM_001358428, intron 5 of 12)	16118	NM_001358428	104156	Mm.155708	NM_023794	ENSMUSG00000013089	Etv5	1110005E01Rik|8430401F14Rik|ERM	ets variant 5	protein-coding
2724	chr14	70586501	70587000	+	0	NA	intron (NM_194345, intron 11 of 16)	intron (NM_194345, intron 11 of 16)	8651	NM_001360474	213484	Mm.34191	NM_153136	ENSMUSG00000045211	Nudt18	BC036718	nudix (nucleoside diphosphate linked moiety X)-type motif 18	protein-coding
3326	chr18	24666001	24666500	+	0	NA	exon (NM_026779, exon 4 of 15)	exon (NM_026779, exon 4 of 15)	12559	NM_026779	68591	Mm.28252	NM_026779	ENSMUSG00000039616	Mocos	1110018O12Rik|HMCS|MCS|MOS	molybdenum cofactor sulfurase	protein-coding
1562	chr8	120144001	120144500	+	0	NA	promoter-TSS (NM_001163760)	promoter-TSS (NM_001163760)	-679	NM_001163760	234797	Mm.101958	NM_172286	ENSMUSG00000031824	6430548M08Rik	AW049007|Kiaa0513|mKIAA0513	RIKEN cDNA 6430548M08 gene	protein-coding
3310	chr18	38590501	38591000	+	0	NA	5' UTR (NM_011898, exon 2 of 2)	5' UTR (NM_011898, exon 2 of 2)	10597	NM_011898	24066	Mm.42038	NM_011898	ENSMUSG00000024427	Spry4	A030006O18Rik|sprouty4	sprouty RTK signaling antagonist 4	protein-coding
2493	chr12	111654501	111655000	+	0	NA	intron (NM_001370744, intron 17 of 17)	intron (NM_001370744, intron 17 of 17)	17588	NM_021273	12709	Mm.16831	NM_021273	ENSMUSG00000001270	Ckb	B-CK|Bck|CPK-B|Ck-3|Ck3|Ckbb	creatine kinase, brain	protein-coding
2967	chr15	12257501	12258000	+	0	NA	intron (NM_172958, intron 9 of 15)	intron (NM_172958, intron 9 of 15)	52722	NM_001356498	268783	Mm.54460	NM_172958	ENSMUSG00000039458	Mtmr12	3Pap|4932703C11|C730015A02Rik|Pip3ap|mKIAA1682	myotubularin related protein 12	protein-coding
2240	chr11	120108001	120108500	+	0	NA	intron (NM_001164799, intron 14 of 15)	intron (NM_001164799, intron 14 of 15)	9316	NM_001110242	208501	Mm.46699	NM_001110242	ENSMUSG00000078572	Ndufaf8	1810043H04Rik	NADH:ubiquinone oxidoreductase complex assembly factor 8	protein-coding
2024	chr10	121285001	121285500	+	0	NA	intron (NM_029057, intron 8 of 11)	intron (NM_029057, intron 8 of 11)	26146	NM_029057	74694	Mm.233833	NM_029057	ENSMUSG00000052302	Tbc1d30	4930505D03Rik|9530013E20Rik	TBC1 domain family, member 30	protein-coding
2117	chr10	59919501	59920000	+	0	NA	Intergenic	Intergenic	32020	NM_029083	74747	Mm.21697	NM_029083	ENSMUSG00000020108	Ddit4	5830413E08Rik|AA415483|REDD1|Rtp801|dig2	DNA-damage-inducible transcript 4	protein-coding
2344	chr11	103751001	103751500	+	0	NA	Intergenic	Intergenic	-1429	NM_011719	22412	Mm.215161	NM_011719	ENSMUSG00000018486	Wnt9b	Wnt14b|Wnt15|clf|clf1|wnt-14b|wnt-15	wingless-type MMTV integration site family, member 9B	protein-coding
339	chr2	174285501	174286000	+	0	NA	intron (NM_019690, intron 2 of 4)	intron (NM_019690, intron 2 of 4)	1430	NM_022000	14683	Mm.125770	NM_010309	ENSMUSG00000027523	Gnas	5530400H20Rik|A930027G11Rik|C130027O20Rik|GPSA|GSP|Galphas|Gnas1|Gnasxl|Gs-alpha|Gsa|Nesp|Nesp55|Nespl|Oed-Sml|Oedsml|P1|P2|P3|PHP1A|PHP1B|POH|SCG6	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	protein-coding
3214	chr17	24199001	24199500	+	0	NA	intron (NM_001163852, intron 1 of 8)	intron (NM_001163852, intron 1 of 8)	707	NM_001163853	224617	Mm.301585	NM_173186	ENSMUSG00000036473	Tbc1d24	9630033P11|C530046L02Rik|mKIAA1171	TBC1 domain family, member 24	protein-coding
2665	chr13	47309501	47310000	+	0	NA	Intergenic	Intergenic	115747	NM_001170643	218215	Mm.287609	NM_146042	ENSMUSG00000038068	Rnf144b	BC025007|E130105P19Rik|Ibrdc2|Pir2	ring finger protein 144B	protein-coding
3460	chrX	166239001	166239500	+	0	NA	intron (NM_023122, intron 1 of 6)	CpG	307	NM_001177962	14758	Mm.222320	NM_023122	ENSMUSG00000031342	Gpm6b	AI593561|Gpm6|M6B	glycoprotein m6b	protein-coding
2375	chr11	17107001	17107500	+	0	NA	Intergenic	Intergenic	-52048	NM_024459	19058	Mm.41840	NM_024459	ENSMUSG00000033953	Ppp3r1	CaNB1|Cnb1|MCIP1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	protein-coding
3285	chr18	79064001	79064500	+	0	NA	intron (NM_053099, intron 2 of 5)	intron (NM_053099, intron 2 of 5)	45141	NM_053099	240427	Mm.312871	NM_053099	ENSMUSG00000024548	Setbp1	C130092E12|Seb|mKIAA0437	SET binding protein 1	protein-coding
870	chr5	135036001	135036500	+	0	NA	intron (NM_001359179, intron 1 of 8)	B4A|SINE|B4	12768	NM_016801	20907	Mm.6225	NM_016801	ENSMUSG00000007207	Stx1a	HPC-1	syntaxin 1A (brain)	protein-coding
1971	chr10	98917001	98917500	+	0	NA	intron (NM_001359507, intron 1 of 21)	intron (NM_001359507, intron 1 of 21)	2098	NM_001359507	67972	Mm.166944	NM_026482	ENSMUSG00000019943	Atp2b1	2810442I22Rik|E130111D10Rik|Pmca1	ATPase, Ca++ transporting, plasma membrane 1	protein-coding
1146	chr6	134432501	134433000	+	0	NA	intron (NM_025778, intron 6 of 6)	intron (NM_025778, intron 6 of 6)	18322	NM_001355686	66813	Mm.474472	NM_025778	ENSMUSG00000030200	Bcl2l14	4930452K23Rik|4933405K19Rik|9030625M01Rik|AI429211|Bclg	BCL2-like 14 (apoptosis facilitator)	protein-coding
682	chr4	149645501	149646000	+	0	NA	intron (NM_023051, intron 16 of 18)	intron (NM_023051, intron 16 of 18)	9817	NR_105990	102465983		NR_105990	ENSMUSG00000098580	Mir7023	Gm27912|mmu-mir-7023	microRNA 7023	ncRNA
1125	chr6	85349501	85350000	+	0	NA	intron (NM_177466, intron 1 of 4)	intron (NM_177466, intron 1 of 4)	-13377	NR_030486	735267		NR_030486	ENSMUSG00000076012	Mir705	Mirn705|mmu-mir-705	microRNA 705	ncRNA
1590	chr8	122893501	122894000	+	0	NA	non-coding (NR_037865, exon 10 of 14)	non-coding (NR_037865, exon 10 of 14)	45376	NM_007662	12555	Mm.1976	NM_007662	ENSMUSG00000031962	Cdh15	AI323380|Cdh14|Mcad	cadherin 15	protein-coding
544	chr3	23667501	23668000	+	0	NA	Intergenic	Intergenic	1116256	NM_001326288	635702	Mm.448351	NM_001326288	ENSMUSG00000102758	Naaladl2	2810043G22Rik|EG635702|Gm1021	N-acetylated alpha-linked acidic dipeptidase-like 2	protein-coding
2076	chr10	41249001	41249500	+	0	NA	intron (NM_133999, intron 15 of 22)	intron (NM_133999, intron 15 of 22)	53991	NM_133999	103199	Mm.277242	NM_133999	ENSMUSG00000038417	Fig4	A530089I17Rik|AI326867|Sac3	FIG4 phosphoinositide 5-phosphatase	protein-coding
568	chr4	145168501	145169000	+	0	NA	intron (NM_001276465, intron 10 of 69)	intron (NM_001276465, intron 10 of 69)	21916	NM_001276502	230895	Mm.240310	NM_001033190	ENSMUSG00000020220	Vps13d	-	vacuolar protein sorting 13D	protein-coding
2818	chr15	76423001	76423500	+	0	NA	intron (NM_001162489, intron 12 of 30)	(TG)n|Simple_repeat|Simple_repeat	-9964	NR_105919	102465576		NR_105919	ENSMUSG00000099260	Mir6954	Gm27770|mmu-mir-6954	microRNA 6954	ncRNA
151	chr1	78588001	78588500	+	0	NA	Intergenic	RMER17A2|LTR|ERVK	-69575	NM_028817	74205	Mm.276016	NM_028817	ENSMUSG00000032883	Acsl3	2610510B12Rik|Acs3|C85929|Facl3|Pro2194	acyl-CoA synthetase long-chain family member 3	protein-coding
656	chr4	155268001	155268500	+	0	NA	exon (NM_001039079, exon 12 of 15)	exon (NM_001039079, exon 12 of 15)	18284	NM_001347262	67513	Mm.10374	NM_001190445	ENSMUSG00000073684	Faap20	2610002J02Rik	Fanconi anemia core complex associated protein 20	protein-coding
2421	chr11	54320001	54320500	+	0	NA	exon (NM_001033597, exon 2 of 21)	exon (NM_001033597, exon 2 of 21)	5347	NM_001033599	216739	Mm.267478	NM_144823	ENSMUSG00000020333	Acsl6	A330035H04Rik|AW050338|Facl6|LACS|Lacsl|mKIAA0837	acyl-CoA synthetase long-chain family member 6	protein-coding
1437	chr7	4293501	4294000	+	0	NA	Intergenic	MMERVK9C_I-int|LTR|ERVK	19561	NM_008848	18729	Mm.326531	NM_008848		Pira6	12M1|Pira10|p91B	paired-Ig-like receptor A6	protein-coding
1201	chr6	125148501	125149000	+	0	NA	intron (NM_178787, intron 1 of 8)	intron (NM_178787, intron 1 of 8)	3526	NM_001039669	320678	Mm.129415	NM_178787	ENSMUSG00000038271	Iffo1	4733401N06Rik|A930037G23Rik|HOM-TES-103|Iffo	intermediate filament family orphan 1	protein-coding
1087	chr5	66533001	66533500	+	0	NA	intron (NM_001201413, intron 2 of 16)	intron (NM_001201413, intron 2 of 16)	85567	NM_001201415	11787	Mm.5159	NM_009686	ENSMUSG00000029207	Apbb2	2310007D03Rik|FE65L1|Rirl1|TR2L|Zfra	amyloid beta (A4) precursor protein-binding, family B, member 2	protein-coding
450	chr2	119811501	119812000	+	0	NA	intron (NM_001290800, intron 15 of 19)	intron (NM_001290800, intron 15 of 19)	12236	NM_019392	22174	Mm.2901	NM_019392	ENSMUSG00000027298	Tyro3	AI323366|Brt|Dtk|Etk-2|Rse|Sky|TK19-2|Tif|etk2/tyro3|tk19-1	TYRO3 protein tyrosine kinase 3	protein-coding
713	chr4	118363501	118364000	+	0	NA	intron (NM_198170, intron 70 of 71)	intron (NM_198170, intron 70 of 71)	3751	NM_026601	68180	Mm.193212	NM_026601	ENSMUSG00000006395	Hyi	2700033B16Rik|6430559E15Rik|HT036	hydroxypyruvate isomerase (putative)	protein-coding
